Text Key	Base(en)	Arabic (ar)	Czech (cs)	German (de)	Greek (el)	Spanish (es)	Estonian (et)	Finnish (fi)	French (fr)	Hindi (hi)	Indonesian (id)	Italian  (it)	Japanese (ja)	Khmer (km)	Kannada (kn)	Korean (ko)	Lao (lo)	Latvian (lv)	Malay (ms)	Dutch (nl)	Polish (pl)	Portuguese (pt-PT)	Russian (ru)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Chinese (zh-Hans)	Vietnamese (vi)
language_indonesian	Indonesian	الاندونيسية	indonéština	Indonesisch	Ινδονησιακά	indonesio	Indoneesia	Indonesialainen	indonésien	इन्डोनेशियाई	Indonesia	indonesiano	インドネシア語	ឥណ្ឌូនេស៊ី	ಇಂಡೋನೇಷಿಯನ್	인도네시아 인	ອິນໂດເນເຊຍ	Indonēziešu	Indonesia	Indonesisch	indonezyjski	indonésio	индонезийский	ชาวอินโดนีเซีย	Endonezya dili	індонезійська	印度尼西亚	Tiếng Indonesia
language_hindi	Hindi	الهندية	hindština	Hindi	Χίντι	hindi	hindi	hindi	hindi	हिंदी	Hindi	hindi	ヒンディー語	ហិណ្ឌូ	ಹಿಂದಿ	힌디 어	ຮິນດູ	hindi	Hindi	Hindi	hinduski	hindi	хинди	ฮินดี	Hintçe	Хінді	印地语	Tiếng Hindi
language_greek	Greek	اليونانية	řecký	griechisch	ελληνικά	Griego	kreeka keel	kreikkalainen	grec	यूनानी	Orang yunani	greco	ギリシャ語	ក្រិក	ಗ್ರೀಕ್	그리스 사람	ກຣີກ	grieķu valoda	bahasa Yunani	Grieks	grecki	grego	греческий	กรีก	Yunan	грецька	希腊语	Tiếng Hy Lạp
language_german	German	الألمانية	Němec	Deutsch	Γερμανός	Alemán	saksa keel	saksaksi	Allemand	जर्मन	Jerman	tedesco	ドイツ語	អាឡឺម៉ង់	ಜರ್ಮನ್	독일 사람	ເຢຍລະມັນ	vācu	Jerman	Duits	niemiecki	Alemão	немецкий	เยอรมัน	Almanca	Німецький	德语	Tiếng Đức
language_french	French	فرنسي	francouzština	Französisch	Γάλλος	Francés	prantsuse keel	ranskalainen	Français	फ़्रेंच	Perancis	francese	フランス語	បារាំង	ಫ್ರೆಂಚ್	프랑스 국민	ພາສາຝຣັ່ງ	franču valoda	Perancis	Frans	francuski	Francês	Французский	ภาษาฝรั่งเศส	Fransızca	французька	法语	Tiếng Pháp
language_finnish	Finnish	الفنلندية	finština	finnisch	φινλανδικός	finlandés	soome keel	suomalainen	finlandais	फिनिश	Finlandia	finlandese	フィンランド語	ហ្វាំងឡង់	ಫಿನ್ನಿಶ್	핀란드어	ຟິນແລນ	somu	bahasa Finland	Fins	fiński	finlandês	финский	ภาษาฟินแลนด์	Fince	фінська	芬兰	Tiếng Phần Lan
language_estonian	Estonian	الإستونية	estonština	estnisch	Εσθονική	estonio	eesti keel	virolainen	estonien	एस्तोनियावासी	Estonia	Estone	エストニア語	អេស្តូនី	ಎಸ್ಟೋನಿಯನ್	에스토니아 사람	ເອສໂຕເນຍ	igauņu	bahasa Estonia	Ests	estoński	estoniano	эстонский	เอสโตเนีย	Estonca	Естонська	爱沙尼亚语	Tiếng Estonia
language_dutch	Dutch	هولندي	holandský	Niederländisch	Ολλανδός	Holandés	hollandi keel	hollantilainen	Néerlandais	डच	Belanda	Olandese	オランダ語	ហូឡង់	ಡಚ್	네덜란드 사람	ໂຮນລັງ	holandiešu valoda	Belanda	Nederlands	Holenderski	Holandês	Голландский	ภาษาดัตช์	Flemenkçe	голландська	荷兰语	Tiếng Hà Lan
language_czech	Czech	التشيكية	čeština	tschechisch	Τσέχος	checo	tšehhi	Tšekki	tchèque	चेक	Ceko	ceco	チェコ語	ឆេក	ಜೆಕ್	체코 사람	ເຊັກ	čehu	bahasa Czech	Tsjechisch	czeski	Tcheco	чешский	เช็ก	Çek	чеська	捷克语	Tiếng Séc
language_chinese	Chinese	الصينية	čínština	chinesisch	κινέζικα	Chino	hiina keel	kiinalainen	Chinois	चीनी	Cina	cinese	中国語	ចិន	ಚೈನೀಸ್	중국인	ຈີນ	ķīniešu	cina	Chinese	chiński	chinês	китайский	ชาวจีน	Çince	китайський	中国人	Tiếng Trung
language_english	English	إنجليزي	angličtina	Englisch	αγγλικός	Inglés	inglise keel	englanti	Anglais	अंग्रेज़ी	Bahasa inggris	Inglese	英語	ភាសាអង់គ្លេស	ಇಂಗ್ಲೀಷ್	영어	ພາສາອັງກິດ	angļu valoda	Inggeris	Engels	angielski	Inglês	Английский	ภาษาอังกฤษ	İngilizce	англійська	英语	Tiếng Anh
language_vietnamese	Vietnamese	الفيتنامية	vietnamština	Vietnamesisch	Βιετναμέζικο	vietnamita	vietnamlane	vietnam	vietnamien	वियतनामी	Vietnam	vietnamita	ベトナム語	វៀតណាម	ವಿಯೆಟ್ನಾಮೀಸ್	베트남 사람	ຫວຽດນາມ	vjetnamietis	bahasa Vietnam	Vietnamees	wietnamski	vietnamita	вьетнамский	ภาษาเวียดนาม	Vietnam	в'єтнамська	越南语	Tiếng Việt
got_it	Got it	فهمتها	Rozumím	Habe es	Κατάλαβα	Entiendo	Sain aru	Selvä	J'ai compris	समझ गया	Mengerti	Fatto	わかった	យល់ហើយ។	ಅರ್ಥವಾಯಿತು	알았어요	ໄດ້ແລ້ວ	Sapratu	faham	Ik heb het	Rozumiem	Entendi	Понятно	เข้าใจแล้ว	Anladım	зрозумів	知道了	Hiểu rồi
how_to_play	How to play?	كيف تلعب؟	jak hrát?	Wie wird gespielt?	Πώς να παίξετε;	¿Cómo jugar?	Kuidas mängida?	Kuinka pelata?	Comment jouer ?	कैसे खेलने के लिए?	Bagaimana cara bermainnya?	Come si gioca?	遊び方は？	របៀបលេង?	ಆಡುವುದು ಹೇಗೆ?	플레이하는 방법?	ຫຼິ້ນແນວໃດ?	Kā spēlēt?	Bagaimana untuk bermain?	Hoe te spelen?	Jak grać?	Como jogar?	Как играть?	วิธีการเล่น?	Nasıl oynanır?	Як грати?	怎么玩？	Làm thế nào để chơi?
tutorial	When you and your friends are deciding who is \"it\", place and hold your fingers on the screen for at least 3 seconds, then the Spin Wheel will choose one for you!	عندما تقرر أنت وأصدقاؤك من هو "هذا الشخص"، ضع أصابعك مع الاستمرار على الشاشة لمدة 3 ثوانٍ على الأقل، ثم ستختار عجلة الدوران واحدة لك!	Když se vy a vaši přátelé rozhodujete, kdo je \"to\", umístěte a podržte prsty na obrazovce po dobu alespoň 3 sekund, pak točící kolo vybere jeden za vás!	Wenn Sie und Ihre Freunde entscheiden, wer „es“ ist, legen Sie Ihre Finger mindestens 3 Sekunden lang auf den Bildschirm, dann wählt das Spin Wheel einen für Sie aus!	Όταν εσείς και οι φίλοι σας αποφασίζετε ποιος είναι \"αυτό\", τοποθετήστε και κρατήστε τα δάχτυλά σας στην οθόνη για τουλάχιστον 3 δευτερόλεπτα, τότε ο Τροχός περιστροφής θα επιλέξει ένα για εσάς!	Cuando tú y tus amigos estén decidiendo quién es \"eso\", coloca y mantén tus dedos en la pantalla durante al menos 3 segundos, ¡luego la rueda giratoria elegirá uno por ti!	Kui teie ja teie sõbrad otsustavad, kes on \"see\", asetage ja hoidke oma sõrmi ekraanil vähemalt 3 sekundit, siis valib pöörlemisratas teie jaoks sobiva!	Kun sinä ja ystäväsi päätät, kuka on \"se\", pidä sormesi näytöllä vähintään 3 sekuntia, niin Spin Wheel valitsee sinulle sopivan!	Lorsque vous et vos amis décidez qui est "cela", placez et maintenez vos doigts sur l'écran pendant au moins 3 secondes, puis la Spin Wheel en choisira un pour vous !	जब आप और आपके दोस्त यह तय कर रहे हों कि "यह" कौन है, तो अपनी अंगुलियों को स्क्रीन पर कम से कम 3 सेकंड के लिए रखें, फिर स्पिन व्हील आपके लिए एक का चयन करेगा!	Saat Anda dan teman Anda memutuskan siapa \"itu\", letakkan dan tahan jari Anda di layar setidaknya selama 3 detik, maka Roda Putar akan memilih satu untuk Anda!	Quando tu e i tuoi amici decidete chi è \"esso\", posiziona e tieni le dita sullo schermo per almeno 3 secondi, quindi la rotella ne sceglierà una per te!	あなたとあなたの友達が誰が「それ」であるかを決めるとき、指を画面上に少なくとも 3 秒間置き続けてください。そうすれば、スピンホイールがあなたのために 1 人を選択します。	នៅពេលអ្នក និងមិត្តភក្តិរបស់អ្នកកំពុងសម្រេចចិត្តថាអ្នកណាជា \"វា\" ដាក់ម្រាមដៃរបស់អ្នកនៅលើអេក្រង់យ៉ាងហោចណាស់ 3 វិនាទី បន្ទាប់មក Spin Wheel នឹងជ្រើសរើសមួយសម្រាប់អ្នក!	ನೀವು ಮತ್ತು ನಿಮ್ಮ ಸ್ನೇಹಿತರು ಯಾರು \"ಇದು\" ಎಂದು ನಿರ್ಧರಿಸುತ್ತಿರುವಾಗ, ಕನಿಷ್ಠ 3 ಸೆಕೆಂಡುಗಳ ಕಾಲ ನಿಮ್ಮ ಬೆರಳುಗಳನ್ನು ಪರದೆಯ ಮೇಲೆ ಇರಿಸಿ ಮತ್ತು ಹಿಡಿದುಕೊಳ್ಳಿ, ನಂತರ ಸ್ಪಿನ್ ವ್ಹೀಲ್ ನಿಮಗಾಗಿ ಒಂದನ್ನು ಆಯ್ಕೆ ಮಾಡುತ್ತದೆ!	당신과 당신의 친구들이 누가 \"그 사람\"인지 결정할 때 화면에 손가락을 3초 이상 대고 있으면 스핀 휠이 당신을 위해 하나를 선택합니다!	ເມື່ອທ່ານ ແລະ ໝູ່ຂອງເຈົ້າກຳລັງຕັດສິນໃຈວ່າໃຜເປັນ \"ມັນ\", ເອົານິ້ວມືຂອງເຈົ້າຄ້າງໄວ້ເທິງໜ້າຈໍຢ່າງໜ້ອຍ 3 ວິນາທີ, ຈາກນັ້ນ Spin Wheel ຈະເລືອກອັນໜຶ່ງໃຫ້ກັບເຈົ້າ!	Kad jūs un jūsu draugi izlemjat, kurš ir \"tas\", novietojiet un turiet pirkstus uz ekrāna vismaz 3 sekundes, tad Spin Wheel izvēlēsies vienu jūsu vietā!	Apabila anda dan rakan anda memutuskan siapa \"ia\", letak dan tahan jari anda pada skrin selama sekurang-kurangnya 3 saat, kemudian Roda Putaran akan memilih satu untuk anda!	Wanneer jij en je vrienden beslissen wie 'het' is, plaats je je vingers minimaal 3 seconden op het scherm, waarna het Spin Wheel er een voor je kiest!	Kiedy Ty i Twoi znajomi zdecydujecie, kto jest „tym”, połóżcie i przytrzymajcie palce na ekranie przez co najmniej 3 sekundy, a Spin Wheel wybierze jednego za Was!	Quando você e seus amigos estiverem decidindo quem é "ele", coloque e segure os dedos na tela por pelo menos 3 segundos, então a Roda Giratória escolherá um para você!	Когда вы и ваши друзья решаете, кто «это», поместите и удерживайте пальцы на экране не менее 3 секунд, и Spin Wheel выберет для вас одного!	เมื่อคุณและเพื่อนของคุณกำลังตัดสินใจว่าใครคือ \"มัน\" ให้วางนิ้วของคุณบนหน้าจอค้างไว้อย่างน้อย 3 วินาที จากนั้น Spin Wheel จะเลือกอันหนึ่งให้คุณ!	Siz ve arkadaşlarınız "o"nun kim olduğuna karar verirken, parmaklarınızı ekrana yerleştirip en az 3 saniye basılı tutun, ardından Döndürme Çarkı sizin için bir tane seçecektir!	Коли ви та ваші друзі вирішуєте, хто \"це\", покладіть і утримуйте пальці на екрані принаймні 3 секунди, тоді Spin Wheel вибере для вас одного!	当您和您的朋友正在决定谁是“它”时，请将手指放在屏幕上并按住至少 3 秒钟，然后旋转轮将为您选择一个！	Khi bạn và bạn bè của bạn đang quyết định "nó\" là ai, hãy đặt và giữ ngón tay của bạn trên màn hình trong ít nhất 3 giây thì Bánh xe quay sẽ chọn một ngón tay cho bạn!
play_again	Play again	العب مرة أخرى	Hrát znovu	Spielen Sie noch einmal	Ξαναπαίζω	jugar de nuevo	Mängi uuesti	Pelaa uudelleen	Rejouer	फिर से चालू करें	Mainkan lagi	Gioca di nuovo	もう一度プレイしてください	លេងម្តងទៀត	ಮತ್ತೆ ಆಟವಾಡಿ	다시 플레이	ຫຼິ້ນອີກ	Spēlējiet vēlreiz	Main lagi	Speel opnieuw	Zagraj ponownie	Jogue novamente	Играй еще раз	เล่นอีกครั้ง	Tekrar oyna	Грати знову	再玩一次	Chơi lại
please_touch_more_point	Please touch more point	يرجى لمس المزيد من النقاط	Dotkněte se prosím více bodů	Bitte berühren Sie einen weiteren Punkt	Παρακαλώ αγγίξτε περισσότερο σημείο	Por favor toca más puntos	Palun puudutage rohkem punkte	Kosketa lisää kohtaa	Veuillez toucher plus de points	कृपया अधिक बिंदु स्पर्श करें	Silakan sentuh lebih banyak poin	Si prega di toccare più punti	もっとポイントに触れてください	សូមប៉ះចំណុចបន្ថែម	ದಯವಿಟ್ಟು ಹೆಚ್ಚಿನ ಅಂಶವನ್ನು ಸ್ಪರ್ಶಿಸಿ	더 많은 포인트를 터치해주세요	ກະລຸນາແຕະຈຸດເພີ່ມເຕີມ	Lūdzu, pieskarieties vairāk punktam	Sila sentuh lebih banyak perkara	Raak meer punt aan	Proszę dotknąć więcej punktów	Por favor, toque em mais pontos	Пожалуйста, коснитесь еще точки	กรุณาสัมผัสจุดเพิ่มเติม	Lütfen daha fazla noktaya dokunun	Будь ласка, торкніться більше	请多点指点	Hãy chạm vào nhiều điểm hơn
starting	Starting	البدء	Spuštění	Beginnt	Εκκίνηση	A partir de	Käivitamine	Alkaa	Départ	प्रारंभ	Mulai	Di partenza	起動	ចាប់ផ្តើម	ಪ್ರಾರಂಭವಾಗುತ್ತಿದೆ	시작	ເລີ່ມ	Sākas	Bermula	Beginnen	Startowy	Começando	Начало	กำลังเริ่มต้น	Başlangıç	Запуск	开始	Bắt đầu
intro1	It brings a fun, social, and exciting computing experience like you\'ve never had before. Get ready to explore endless possibilities and enjoy technology in a whole new light.	إنه يوفر تجربة حوسبة ممتعة واجتماعية ومثيرة لم يسبق لك تجربتها من قبل. استعد لاستكشاف إمكانيات لا حصر لها والاستمتاع بالتكنولوجيا في ضوء جديد تمامًا.	Přináší zábavný, společenský a vzrušující zážitek z práce s počítačem, jaký jste nikdy předtím nezažili. Připravte se prozkoumat nekonečné možnosti a užijte si technologie ve zcela novém světle.	Es bietet ein unterhaltsames, soziales und aufregendes Computererlebnis, wie Sie es noch nie zuvor hatten. Machen Sie sich bereit, endlose Möglichkeiten zu erkunden und Technologie in einem ganz neuen Licht zu genießen.	Φέρνει μια διασκεδαστική, κοινωνική και συναρπαστική εμπειρία υπολογιστών όπως δεν είχατε ποτέ πριν. Ετοιμαστείτε να εξερευνήσετε ατελείωτες δυνατότητες και να απολαύσετε την τεχνολογία υπό ένα εντελώς νέο φως.	Brinda una experiencia informática divertida, social y emocionante como nunca antes la había tenido. Prepárese para explorar infinitas posibilidades y disfrutar de la tecnología desde una perspectiva completamente nueva.	See pakub lõbusat, sotsiaalset ja põnevat arvutikogemust, mida pole kunagi varem olnud. Olge valmis avastama lõputuid võimalusi ja nautige tehnoloogiat täiesti uues valguses.	Se tuo hauskan, sosiaalisen ja jännittävän tietojenkäsittelykokemuksen, jollaista sinulla ei ole koskaan ennen ollut. Valmistaudu tutkimaan loputtomia mahdollisuuksia ja nauti tekniikasta aivan uudessa valossa.	Il apporte une expérience informatique amusante, sociale et passionnante comme vous n'en avez jamais eu auparavant. Préparez-vous à explorer des possibilités infinies et à profiter de la technologie sous un tout nouveau jour.	यह एक मज़ेदार, सामाजिक और रोमांचक कंप्यूटिंग अनुभव लाता है जैसा आपने पहले कभी नहीं किया होगा। अनंत संभावनाओं का पता लगाने और बिल्कुल नई रोशनी में प्रौद्योगिकी का आनंद लेने के लिए तैयार हो जाइए।	Ini menghadirkan pengalaman komputasi yang menyenangkan, sosial, dan mengasyikkan yang belum pernah Anda alami sebelumnya. Bersiaplah untuk menjelajahi kemungkinan tanpa batas dan nikmati teknologi dengan cara yang benar-benar baru.	Offre un'esperienza informatica divertente, sociale ed emozionante come non hai mai avuto prima. Preparati a esplorare infinite possibilità e goditi la tecnologia sotto una luce completamente nuova.	これまでにないような楽しく、ソーシャルで、エキサイティングなコンピューティング エクスペリエンスをもたらします。無限の可能性を探求し、まったく新しい観点からテクノロジーを楽しむ準備をしましょう。	វានាំមកនូវបទពិសោធន៍កុំព្យូទ័រដ៏រីករាយ សង្គម និងគួរឱ្យរំភើបដូចដែលអ្នកមិនធ្លាប់មានពីមុនមក។ ត្រៀមខ្លួនដើម្បីស្វែងរកលទ្ធភាពគ្មានទីបញ្ចប់ និងរីករាយជាមួយបច្ចេកវិទ្យានៅក្នុងពន្លឺថ្មីទាំងមូល។	ನೀವು ಹಿಂದೆಂದೂ ಹೊಂದಿರದಂತಹ ವಿನೋದ, ಸಾಮಾಜಿಕ ಮತ್ತು ಉತ್ತೇಜಕ ಕಂಪ್ಯೂಟಿಂಗ್ ಅನುಭವವನ್ನು ಇದು ತರುತ್ತದೆ. ಅಂತ್ಯವಿಲ್ಲದ ಸಾಧ್ಯತೆಗಳನ್ನು ಅನ್ವೇಷಿಸಲು ಸಿದ್ಧರಾಗಿ ಮತ್ತು ಸಂಪೂರ್ಣ ಹೊಸ ಬೆಳಕಿನಲ್ಲಿ ತಂತ್ರಜ್ಞಾನವನ್ನು ಆನಂದಿಸಿ.	이전에는 경험해 보지 못한 재미있고, 사교적이며, 흥미진진한 컴퓨팅 경험을 제공합니다. 끝없는 가능성을 탐구하고 완전히 새로운 시각으로 기술을 즐길 준비를 하세요.	ມັນນໍາເອົາປະສົບການຄອມພິວເຕີທີ່ມ່ວນ, ສັງຄົມ ແລະຕື່ນເຕັ້ນແບບທີ່ທ່ານບໍ່ເຄີຍມີມາກ່ອນ. ກຽມພ້ອມທີ່ຈະສຳຫຼວດຄວາມເປັນໄປໄດ້ທີ່ບໍ່ມີທີ່ສິ້ນສຸດ ແລະເພີດເພີນກັບເທັກໂນໂລຍີໃນແສງສະຫວ່າງອັນໃໝ່.	Tas sniedz jautru, sabiedrisku un aizraujošu skaitļošanas pieredzi, kāda jums nekad nav bijusi. Sagatavojieties izpētīt bezgalīgas iespējas un izbaudiet tehnoloģiju pilnīgi jaunā gaismā.	Ia membawa pengalaman pengkomputeran yang menyeronokkan, sosial dan menarik seperti yang anda tidak pernah alami sebelum ini. Bersedia untuk meneroka kemungkinan yang tidak berkesudahan dan nikmati teknologi dalam cahaya baharu.	Het zorgt voor een leuke, sociale en opwindende computerervaring zoals je nog nooit eerder hebt gehad. Maak je klaar om eindeloze mogelijkheden te verkennen en te genieten van technologie in een geheel nieuw licht.	Zapewnia zabawne, społeczne i ekscytujące wrażenia z korzystania z komputera, jakich nigdy wcześniej nie doświadczyłeś. Przygotuj się na odkrywanie nieskończonych możliwości i ciesz się technologią w zupełnie nowym świetle.	Ele traz uma experiência de computação divertida, social e emocionante como você nunca teve antes. Prepare-se para explorar possibilidades infinitas e desfrutar da tecnologia sob uma luz totalmente nova.	Это приносит веселый, социальный и захватывающий опыт работы на компьютере, которого вы никогда раньше не имели. Приготовьтесь исследовать безграничные возможности и насладиться технологиями в совершенно новом свете.	มอบประสบการณ์การใช้คอมพิวเตอร์ที่สนุกสนาน โซเชียล และน่าตื่นเต้นอย่างที่คุณไม่เคยมีมาก่อน เตรียมพร้อมที่จะสำรวจความเป็นไปได้ไม่รู้จบและเพลิดเพลินไปกับเทคโนโลยีในมุมมองใหม่	Daha önce hiç yaşamadığınız eğlenceli, sosyal ve heyecan verici bir bilgisayar deneyimi sunuyor. Sonsuz olasılıkları keşfetmeye ve teknolojinin keyfini yepyeni bir açıdan çıkarmaya hazır olun.	Це забезпечує веселий, соціальний і захоплюючий досвід роботи з комп’ютером, якого ви ніколи раніше не мали. Будьте готові досліджувати нескінченні можливості та насолоджуватися технологіями в абсолютно новому світлі.	它带来了您以前从未有过的有趣、社交和令人兴奋的计算体验。准备好探索无限的可能性并以全新的视角享受技术。	Nó mang đến trải nghiệm điện toán thú vị, mang tính xã hội và thú vị mà bạn chưa từng có trước đây. Hãy sẵn sàng khám phá những khả năng vô tận và tận hưởng công nghệ dưới một góc nhìn hoàn toàn mới.
intro2	Those lively colors are used in Spin Wheel with fun effects and sounds. Each spin bursts with vibrant hues and playful audio, creating an engaging and dynamic experience.	يتم استخدام هذه الألوان المفعمة بالحيوية في Spin Wheel مع تأثيرات وأصوات ممتعة. تنبض كل دورة بألوان نابضة بالحياة وصوت مرح، مما يخلق تجربة جذابة وديناميكية.	Tyto živé barvy jsou použity v Spin Wheel se zábavnými efekty a zvuky. Každé otočení překypuje živými odstíny a hravým zvukem, což vytváří poutavý a dynamický zážitek.	Diese lebendigen Farben werden in Spin Wheel mit lustigen Effekten und Sounds verwendet. Jede Drehung strotzt vor lebendigen Farben und verspieltem Klang und sorgt für ein fesselndes und dynamisches Erlebnis.	Αυτά τα ζωηρά χρώματα χρησιμοποιούνται στο Spin Wheel με διασκεδαστικά εφέ και ήχους. Κάθε περιστροφή ξεσπά με ζωντανές αποχρώσεις και παιχνιδιάρικο ήχο, δημιουργώντας μια συναρπαστική και δυναμική εμπειρία.	Esos colores vivos se utilizan en Spin Wheel con efectos y sonidos divertidos. Cada giro está lleno de tonos vibrantes y audio divertido, creando una experiencia atractiva y dinámica.	Neid elavaid värve kasutatakse Spin Wheelis koos lõbusate efektide ja helidega. Iga pöörlemine pakatab elavatest toonidest ja mängulisest helist, luues kaasahaarava ja dünaamilise kogemuse.	Näitä eloisia värejä käytetään Spin Wheelissä hauskoilla tehosteilla ja äänillä. Jokainen kierros räjähtää eloisilla sävyillä ja leikkisällä äänellä, mikä luo mukaansatempaavan ja dynaamisen kokemuksen.	Ces couleurs vives sont utilisées dans Spin Wheel avec des effets et des sons amusants. Chaque tour regorge de teintes vibrantes et d’un son ludique, créant une expérience engageante et dynamique.	उन जीवंत रंगों का उपयोग स्पिन व्हील में मज़ेदार प्रभावों और ध्वनियों के साथ किया जाता है। प्रत्येक स्पिन जीवंत रंगों और चंचल ऑडियो के साथ फूटती है, जो एक आकर्षक और गतिशील अनुभव बनाती है।	Warna-warna cerah tersebut digunakan di Spin Wheel dengan efek dan suara yang menyenangkan. Setiap putaran penuh dengan warna-warna cerah dan audio yang menyenangkan, menciptakan pengalaman yang menarik dan dinamis.	Questi colori vivaci vengono utilizzati in Spin Wheel con effetti e suoni divertenti. Ogni giro esplode di tonalità vibranti e audio giocoso, creando un'esperienza coinvolgente e dinamica.	これらの生き生きとした色は、楽しいエフェクトとサウンドを備えたスピン ホイールで使用されます。各スピンは鮮やかな色合いと遊び心のあるオーディオで爆発し、魅力的でダイナミックな体験を生み出します。	ពណ៌ដ៏រស់រវើកទាំងនោះត្រូវបានប្រើប្រាស់នៅក្នុង Spin Wheel ជាមួយនឹងឥទ្ធិពលរីករាយ និងសំឡេង។ ការបង្វិលនីមួយៗបានផ្ទុះឡើងជាមួយនឹងពណ៌ដ៏រស់រវើក និងសំឡេងលេងសើច បង្កើតបទពិសោធន៍ដែលគួរឱ្យចាប់អារម្មណ៍ និងសកម្ម។	ಆ ಉತ್ಸಾಹಭರಿತ ಬಣ್ಣಗಳನ್ನು ಸ್ಪಿನ್ ವೀಲ್‌ನಲ್ಲಿ ಮೋಜಿನ ಪರಿಣಾಮಗಳು ಮತ್ತು ಶಬ್ದಗಳೊಂದಿಗೆ ಬಳಸಲಾಗುತ್ತದೆ. ಪ್ರತಿ ಸ್ಪಿನ್ ರೋಮಾಂಚಕ ವರ್ಣಗಳು ಮತ್ತು ತಮಾಷೆಯ ಆಡಿಯೊದೊಂದಿಗೆ ಸಿಡಿಯುತ್ತದೆ, ತೊಡಗಿಸಿಕೊಳ್ಳುವ ಮತ್ತು ಕ್ರಿಯಾತ್ಮಕ ಅನುಭವವನ್ನು ಸೃಷ್ಟಿಸುತ್ತದೆ.	이러한 생동감 넘치는 색상은 Spin Wheel에서 재미있는 효과와 사운드와 함께 사용됩니다. 각 스핀은 생생한 색상과 재미있는 오디오로 가득 차 있어 매력적이고 역동적인 경험을 선사합니다.	ສີທີ່ມີຊີວິດຊີວາເຫຼົ່ານັ້ນໄດ້ຖືກນໍາໃຊ້ໃນ Spin Wheel ດ້ວຍຜົນກະທົບທີ່ມ່ວນແລະສຽງ. ແຕ່ລະການປັ່ນປ່ວນອອກມາດ້ວຍສີສັນສົດໃສ ແລະສຽງທີ່ມ່ວນ, ສ້າງປະສົບການທີ່ມີສ່ວນຮ່ວມ ແລະເຄື່ອນໄຫວ.	Šīs dzīvīgās krāsas tiek izmantotas Spin Wheel ar jautriem efektiem un skaņām. Katrs grieziens izplūst ar košām nokrāsām un rotaļīgu audio, radot saistošu un dinamisku pieredzi.	Warna-warna meriah itu digunakan dalam Spin Wheel dengan kesan dan bunyi yang menyeronokkan. Setiap putaran meletus dengan rona terang dan audio yang menyeronokkan, mencipta pengalaman yang menarik dan dinamik.	Deze levendige kleuren worden gebruikt in Spin Wheel met leuke effecten en geluiden. Elke draai barst van levendige tinten en speelse audio, waardoor een boeiende en dynamische ervaring ontstaat.	Te żywe kolory są używane w Spin Wheel z zabawnymi efektami i dźwiękami. Każdy obrót tryska żywymi barwami i zabawnym dźwiękiem, tworząc wciągające i dynamiczne wrażenia.	Essas cores vivas são usadas no Spin Wheel com efeitos e sons divertidos. Cada giro explode com tons vibrantes e áudio divertido, criando uma experiência envolvente e dinâmica.	Эти яркие цвета используются в Spin Wheel с забавными эффектами и звуками. Каждое вращение наполнено яркими оттенками и игривым звуком, создавая захватывающий и динамичный опыт.	สีสันที่มีชีวิตชีวาเหล่านั้นถูกใช้ใน Spin Wheel พร้อมเอฟเฟกต์และเสียงที่สนุกสนาน การหมุนแต่ละครั้งจะระเบิดด้วยเฉดสีที่สดใสและเสียงที่สนุกสนาน สร้างประสบการณ์ที่น่าดึงดูดและมีชีวิตชีวา	Bu canlı renkler, Spin Wheel'de eğlenceli efektler ve seslerle kullanılıyor. Her dönüş, canlı tonlar ve eğlenceli seslerle dolup taşarak ilgi çekici ve dinamik bir deneyim yaratıyor.	Ці живі кольори використовуються в Spin Wheel із веселими ефектами та звуками. Кожне обертання сповнюється яскравими відтінками та грайливим звуком, створюючи захоплюючий та динамічний досвід.	旋转轮中使用了这些活泼的颜色，并具有有趣的效果和声音。每次旋转都会爆发出鲜艳的色彩和有趣的音频，创造出引人入胜的动态体验。	Những màu sắc sống động đó được sử dụng trong Spin Wheel với những hiệu ứng và âm thanh vui nhộn. Mỗi vòng quay bùng nổ với màu sắc rực rỡ và âm thanh vui tươi, tạo ra trải nghiệm hấp dẫn và năng động.
